feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53
-0.15589459,-0.3529413,0.052407816,-0.46409655,0.65051085,0.30775115,-0.5401303,-0.47201422,0.24567941,0.28308368,-0.4820158,-0.5095799,-0.19397315,0.13948476,-0.6231047,0.38100728,-0.6715053,-0.69659585,-0.32251188,-0.4453197,-0.039020684,0.056740437,-0.40262476,-0.49908924,0.24567941,0.28308368,-0.4820158,-0.5095799,-0.19397315,0.13948476,-0.26357287,-0.271423,0.0,0.0,0.0,0.0,0.0,0.0,-0.66722816,-0.56750005,0.03960942,0.97133875,-0.63938594,-0.5778031,-0.39440268,-0.21503942,-0.6545073,-0.47792354,-0.24801028,-1.0543607,-0.5626478,-0.4067469,-0.58229494,-0.57845896
0.48211527,0.4785039,0.34375528,0.41422835,0.39193007,0.3029958,0.3414292,0.5158608,0.24567941,-0.11957206,0.20477763,0.75969285,-0.13884462,-0.014937628,0.8542602,1.4780657,-0.6715053,0.9669687,0.5268983,2.5741765,0.14582515,0.19053449,0.22196269,0.48494393,0.24567941,-0.11957206,0.20477763,0.75969285,-0.13884462,-0.014937628,0.28065208,0.47028342,0.0,0.0,0.0,0.0,0.0,0.0,0.35139883,0.41331434,-0.041323002,0.12150034,0.4056631,0.40523994,0.3485891,0.25323424,0.37297416,0.37532637,0.19431181,0.15830503,0.43908462,0.14248252,0.6733284,0.47465253
0.42318803,-0.21157862,-0.6953184,-0.6577501,-0.9881524,-0.23082739,-0.6426368,-0.71615833,-0.8081723,0.28308368,-0.5835811,-0.5630126,-0.37828523,0.19098093,-0.79803437,-0.91289914,2.032625,-0.69659585,-0.36822504,-0.21909735,-0.780723,-0.34112585,-0.53814983,-0.6238039,-0.8081723,0.28308368,-0.5835811,-0.5630126,-0.37828523,0.19098093,-0.5311555,-0.6252876,0.0,0.0,0.0,0.0,0.0,0.0,-0.65464085,-0.6620555,0.4142348,0.32466438,-0.661075,-0.7487627,-0.76953787,-0.70577866,-0.55027866,-0.5717583,-0.17229182,0.06609064,-0.46746144,-0.6531425,-1.0332246,-0.9090595
0.10624666,-0.22332574,0.27880353,0.24576585,0.080585465,-0.1226504,0.14848539,0.28948036,0.12283423,-0.07093248,-0.026956748,-0.015214213,-0.30329883,-0.19284223,0.7699716,1.3574796,-0.03579041,0.7965602,0.23254143,-0.06821692,0.081024915,0.3047924,0.20443216,0.3039796,0.12283423,-0.07093248,-0.026956748,-0.015214213,-0.30329883,-0.19284223,0.13950755,0.18396093,0.0,0.0,0.0,0.0,0.0,0.0,0.28785494,0.33718768,-0.12689903,-0.24563,0.2518992,0.30865654,-0.12667821,-0.10970218,0.22429243,0.19161825,0.2400325,0.23792838,0.14930506,0.23019561,0.061600056,0.09633106
-1.7060542,1.8334682,2.6280615,3.0053153,-0.0023921966,0.30775115,2.3676124,2.4988437,0.24567941,0.28308368,1.745853,1.4787922,-1.3950676,-1.2672186,0.9256997,-0.9978105,-0.6715053,-0.69659585,-0.23733786,-0.3785077,-1.1268852,-1.066116,2.2318044,2.8868365,0.24567941,0.28308368,1.745853,1.4787922,-1.3950676,-1.2672186,2.1944134,2.0980031,0.0,0.0,0.0,0.0,0.0,0.0,3.1834912,3.1037552,0.6909381,-0.27036986,2.760478,2.6846094,-0.43812177,-0.47401482,3.0400434,2.6569538,-0.2365361,0.62499356,2.0761244,2.165097,1.4703598,1.086634
-2.8667648,2.191587,4.7680807,5.019067,-0.9861558,0.30775115,4.73674,2.4988437,0.24567941,0.28308368,2.756519,1.2846234,0.14797269,-0.87688315,3.5873623,-0.9978105,-0.6715053,-0.69659585,1.7311707,-0.71072775,0.97778827,-0.36503798,2.4658906,2.5315933,0.24567941,0.28308368,2.756519,1.2846234,0.14797269,-0.87688315,3.404262,2.2837503,0.0,0.0,0.0,0.0,0.0,0.0,3.3296034,2.705996,0.50464773,0.4642049,3.3890424,2.6906455,0.08555527,0.13947217,3.6148899,2.5273173,0.038947288,-0.5447364,2.6150086,0.70330316,1.3478228,1.5244004
0.7810023,-0.020323232,-0.36169538,-0.6577501,0.46551412,0.30775115,-0.62162167,-0.7225693,0.24567941,-0.04526177,-0.5619844,-0.3826542,0.2544122,0.5796423,-0.8008434,-0.93708366,-0.6715053,0.81635123,-0.2964266,1.2855109,-0.11567389,0.09239926,-0.52579176,-0.60941875,0.24567941,-0.04526177,-0.5619844,-0.3826542,0.2544122,0.5796423,-0.5242151,-0.54101336,0.0,0.0,0.0,0.0,0.0,0.0,-0.66892946,-0.6935622,0.11136225,-0.4329595,-0.6216254,-0.5923406,0.4658672,0.5163075,-0.744003,-0.65286237,-0.04386319,0.38340247,-0.5873423,-0.35698375,-0.16794135,0.028106755
-0.118415505,0.4133419,-0.24356024,-0.6577501,0.16547811,0.30775115,-0.6093676,-0.720509,0.24567941,0.28308368,-0.7386302,-0.74958384,0.60948,0.22303942,-0.7658394,-0.924619,-0.6715053,-0.69659585,-0.6692356,-0.4508689,0.54535294,-0.11890427,-0.5330825,-0.68370265,0.24567941,0.28308368,-0.7386302,-0.74958384,0.60948,0.22303942,-0.6602559,-0.7911186,0.0,0.0,0.0,0.0,0.0,0.0,-0.54569024,-0.666921,0.18444346,-0.016485905,-0.384703,-0.54224503,0.92936903,0.9284643,-0.5606101,-0.7504891,0.0031694688,0.080962226,-0.11201521,-0.41587746,0.657107,0.69688576
0.6459121,0.82508105,1.2780385,1.5326872,0.04605726,0.30775115,1.3421237,1.8196844,-0.45688838,0.28308368,1.1787684,1.2903559,-0.35302812,-0.22051151,1.2053504,1.0816944,1.5414189,-0.69659585,0.78461593,0.1760324,0.5467662,0.48414811,0.98239714,1.5317813,-0.45688838,0.28308368,1.1787684,1.2903559,-0.35302812,-0.22051151,1.1189694,1.7554963,0.0,0.0,0.0,0.0,0.0,0.0,1.4847851,1.6263577,0.3243,0.110187076,1.4508218,1.5857937,-0.23009849,-0.23489025,1.5814414,1.8298825,-0.34757358,-0.10754218,1.0551561,1.071091,0.27296382,0.30495593
1.0022707,-1.6454,-1.0909045,-0.6577501,-0.3918513,0.30775115,-0.6353721,-0.72968215,-1.6612903,-0.11562151,-0.17413197,-0.21577185,-0.47409296,0.07911075,-0.83587044,-0.9978105,2.990547,-0.015969792,0.6412295,0.6021473,-1.037676,-0.8876984,-0.43828553,-0.66459656,-1.6612903,-0.11562151,-0.17413197,-0.21577185,-0.47409296,0.07911075,-0.23760514,-0.604234,0.0,0.0,0.0,0.0,0.0,0.0,-0.80074245,-0.7074051,0.50236106,0.28565097,-0.9055873,-0.8061671,-0.93101996,-0.920109,-0.9676622,-0.7770786,-0.5265529,-0.533599,-1.089497,-0.6754833,-1.426953,-1.4574462
-1.9423188,0.779739,1.1448162,1.43108,0.49025762,0.27705017,1.392469,1.353372,-0.41214904,0.24540359,0.8175735,0.8717694,-0.74589807,-0.86174965,1.7233896,1.4500307,1.4745299,-0.48050663,0.5261461,0.28049585,-0.63043094,-0.6494521,1.7172154,1.4671844,-0.41214904,0.24540359,0.8175735,0.8717694,-0.74589807,-0.86174965,0.78733313,1.2506045,0.0,0.0,0.0,0.0,0.0,0.0,1.2535294,1.3073761,-0.023752924,0.005480906,1.1636664,1.2685895,-0.545828,-0.525494,1.3765978,1.4784377,0.28348884,0.14763758,1.0073133,1.4924326,0.35574117,0.14581344
-2.7894988,0.21120581,1.3150433,1.6610397,0.54020107,0.30775115,1.5197486,2.0421343,0.24567941,0.27941856,1.2076675,1.3235999,-0.3311778,-0.43122622,1.2871333,0.78295285,-0.6715053,-0.6850625,0.62907565,0.38757136,-0.3216264,-0.39175564,1.6083795,2.066483,0.24567941,0.27941856,1.2076675,1.3235999,-0.3311778,-0.43122622,1.3420526,1.7087358,0.0,0.0,0.0,0.0,0.0,0.0,1.4246944,1.5664432,0.07888625,-0.52936107,1.4181981,1.5819496,0.017632527,0.09258208,1.5444417,1.8676927,0.39054653,0.9284236,1.3128046,1.5325488,0.67849725,0.89923567
-0.152939,-0.17607047,-0.6000279,-0.6577501,-0.30585486,-0.46821034,-0.6448547,-0.72208893,-0.13390698,0.14419822,-0.53136325,-0.50614756,0.12247961,0.3813888,-0.8264625,-0.9295823,0.95843405,-0.04404819,0.043344997,0.59281135,0.4158989,0.6643888,-0.45400807,-0.6360703,-0.13390698,0.14419822,-0.53136325,-0.50614756,0.12247961,0.3813888,-0.45920423,-0.6709557,0.0,0.0,0.0,0.0,0.0,0.0,-0.6919654,-0.6927052,-0.1362791,-0.24248984,-0.6774012,-0.68548995,0.30359906,0.37836573,-0.7394231,-0.7464858,0.13055958,0.110184275,-0.62250435,-0.53445685,-0.19946836,-0.042318728
0.21967304,0.17130843,0.08536028,-0.0463917,1.078726,-0.13910992,0.12452853,0.024732493,-0.4829752,-1.3165448,0.77730805,0.38946542,-0.61322606,-0.5136879,0.9654706,1.1017063,1.1583592,1.4674293,0.99657536,0.13139763,-0.6403517,-0.4795467,0.30855516,0.066224836,-0.4829752,-1.3165448,0.77730805,0.38946542,-0.61322606,-0.5136879,0.39524835,0.0401583,0.0,0.0,0.0,0.0,0.0,0.0,-0.06254874,-0.054617982,0.36157396,-0.04914065,-0.04324383,-0.08905355,-0.07869489,0.0030455715,-0.07159072,-0.03754831,-0.45170507,-0.1121903,-0.08676832,-0.31107485,-0.2669093,-0.050112758
0.70788753,-0.14397039,-0.6300005,-0.6577501,0.6087353,0.30775115,-0.6578698,-0.72968215,0.24567941,0.28308368,-0.91810733,-1.0407974,-0.9875707,-0.78257424,-0.8795759,-0.9978105,-0.6715053,-0.69659585,-0.86940676,-0.9446802,-0.94311374,-0.91070324,-0.7685479,-0.8398879,0.24567941,0.28308368,-0.91810733,-1.0407974,-0.9875707,-0.78257424,-0.8917917,-1.0080858,0.0,0.0,0.0,0.0,0.0,0.0,-0.18306714,-0.28014284,-0.35128933,0.5508641,-0.19748794,-0.35736275,-0.30301443,-0.35453698,-0.22220546,-0.16055803,0.32837597,-0.40936938,-0.15496898,-0.66614616,0.7011326,0.15703373
1.0022707,-3.1801949,1.342064,1.7951953,-1.8965797,0.30775115,-0.71276534,2.4988437,0.24567941,0.28308368,0.78543013,2.343726,-1.5462855,-2.0209696,-0.9508948,-0.9978105,-0.6715053,-0.69659585,-1.9053948,-1.5616063,-1.5459324,-1.8715202,0.09713344,1.3039804,0.24567941,0.28308368,0.78543013,2.343726,-1.5462855,-2.0209696,1.1854429,2.3597233,0.0,0.0,0.0,0.0,0.0,0.0,1.1656162,2.3777518,2.5324972,0.4372717,2.2941518,2.5135522,2.21827,1.7170945,1.2504817,3.4921606,-4.2150555,-0.2166607,5.6894956,3.286548,7.1653237,6.038191
0.29724827,0.0111768,-0.26176515,-0.36992356,-0.04007824,0.16731547,-0.4065776,-0.37062368,-0.112125315,0.058399893,-0.4282395,-0.37336394,0.49263388,0.42017797,-0.16258177,0.57515746,0.887262,0.40457594,-0.24421127,-0.021195183,1.0099581,0.88676316,-0.3247794,-0.31457624,-0.112125315,0.058399893,-0.4282395,-0.37336394,0.49263388,0.42017797,-0.3933034,-0.42829365,0.0,0.0,0.0,0.0,0.0,0.0,-0.35596803,-0.384162,-0.22276573,0.02586622,-0.32678702,-0.33882576,0.353952,0.35213864,-0.38664734,-0.36426365,0.23049508,-0.024457738,-0.23745584,-0.3006803,0.15314557,0.19286755
